"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.269951458E0,5.510041809E0,-1.713576599E1,-5.950875092E0,1.895805769E1
3.279992458E0,5.098397827E-1,-1.567959412E1,-7.512128448E0,1.739372537E1
3.290062458E0,-3.496279449E0,-1.456665848E1,-9.023236084E0,1.748800442E1
3.300133458E0,-6.445147247E0,-1.389081390E1,-1.018347336E1,1.839015398E1
3.310174458E0,-8.347092133E0,-1.292232788E1,-1.128413452E1,1.907857953E1
3.320244458E0,-7.883655853E0,-1.071681427E1,-1.290047333E1,1.853171200E1
3.330315458E0,-5.332510986E0,-8.018675079E0,-1.418585037E1,1.714564593E1
3.340386458E0,-2.614313507E0,-5.778583374E0,-1.533845352E1,1.659803655E1
3.350426458E0,-1.297801208E-1,-3.665876770E0,-1.491318787E1,1.535769083E1
3.360497458E0,2.200124817E0,-1.451531525E0,-1.183828217E1,1.212816629E1
3.370568458E0,4.147126007E0,3.152444458E-1,-6.233936462E0,7.493997398E0
3.380608458E0,5.113666077E0,1.286574554E0,6.212081909E-2,5.273396801E0
3.390679458E0,4.855752411E0,1.717079315E0,3.088078308E0,6.005241085E0
3.400750458E0,3.221450958E0,1.462159424E0,2.039209442E0,4.083384822E0
3.410790458E0,8.958869934E-1,5.601351929E-1,1.004860382E0,1.458118420E0
3.420861458E0,-1.028660889E0,-4.650828552E-1,1.255588989E0,1.688475347E0
3.430932458E0,-2.021396484E0,-1.081650696E0,5.330415344E-1,2.353751315E0
3.440972458E0,-2.220632172E0,-2.026036835E0,-1.149908752E0,3.218434812E0
3.451043458E0,-1.948797455E0,-4.219725037E0,-2.429298248E0,5.244557263E0
3.461113458E0,-1.090033264E0,-7.701035614E0,-2.957699432E0,8.321184289E0
3.471154458E0,2.932402039E-1,-1.269929169E1,-3.079546051E0,1.307063897E1
3.481225458E0,2.083217926E0,-1.889969788E1,-3.014132080E0,1.925158095E1
3.491295458E0,4.247118073E0,-2.535397614E1,-1.791324921E0,2.576957436E1
3.501366458E0,5.719007263E0,-2.835733063E1,1.228794708E0,2.895436376E1
3.511406458E0,6.306685181E0,-2.659250061E1,2.075134735E0,2.740878602E1
3.521477458E0,6.613397369E0,-2.478411118E1,2.125430145E0,2.573920443E1
3.531548458E0,5.790109406E0,-2.436962311E1,2.602188721E0,2.518283708E1
3.541588458E0,3.343746643E0,-2.468965759E1,2.167941742E0,2.500919441E1
3.551659458E0,1.421893158E0,-2.508378799E1,6.920109558E-1,2.513358469E1
3.561730458E0,5.213658142E-1,-2.533242096E1,-3.119512939E-1,2.533970575E1
3.571770458E0,-1.631607056E-1,-2.569212296E1,-9.437873840E-1,2.570996962E1
3.581841458E0,-1.222956848E-1,-2.577609833E1,-1.705553284E0,2.583275272E1
3.591912458E0,7.068301392E-1,-2.504247391E1,-1.973645782E0,2.513006936E1
3.601952458E0,2.265389099E0,-2.319875793E1,-1.402583313E0,2.335126544E1
3.612023458E0,3.361858978E0,-2.040631485E1,-8.361611938E-1,2.069828367E1
3.622094458E0,3.631598053E0,-1.684492081E1,-8.472381592E-2,1.723215133E1
3.632134458E0,3.868555298E0,-1.288670197E1,2.026635590E0,1.360661822E1
3.642205458E0,4.459226990E0,-9.167985077E0,4.117487640E0,1.099501524E1
3.652276458E0,5.349126434E0,-6.016887817E0,5.307962036E0,9.643160975E0
3.662346458E0,5.620811462E0,-3.691772919E0,5.822292480E0,8.895043480E0
3.672387458E0,4.939428406E0,-1.683099976E0,4.497098236E0,6.888735083E0
3.682457458E0,3.300785980E0,3.089575195E-1,2.794838104E0,4.336099960E0
3.692528458E0,1.081800385E0,3.008294220E0,1.480720825E0,3.523160562E0
3.702569458E0,-1.446591797E0,6.639892273E0,2.264790344E-1,6.799418356E0
3.712639458E0,-4.322561188E0,1.072878937E1,-7.463479614E-1,1.159087968E1
3.722710458E0,-6.692133636E0,1.395907196E1,4.939727783E-3,1.548032193E1
3.732743625E0,-7.070397034E0,1.457234665E1,3.254981232E0,1.652085663E1
3.742814625E0,-4.490661621E0,1.126587250E1,5.449717255E0,1.329606495E1
3.752885625E0,-1.527872772E0,6.893015900E0,5.179978180E0,8.756725264E0
3.762925625E0,-3.140469360E-1,3.180286560E0,4.538262634E0,5.550556352E0
3.772996625E0,6.541397095E-2,-1.646575928E-1,3.804488525E0,3.808611827E0
3.783067625E0,3.899391174E-1,-3.049308929E0,2.383493500E0,3.889907290E0
3.793107625E0,7.985893250E-1,-5.450615387E0,-6.152206421E-2,5.509150386E0
3.803178625E0,1.532662811E0,-7.910599823E0,-3.679797821E0,8.858191512E0
3.813249625E0,2.927312622E0,-9.955647125E0,-9.964478760E0,1.438662246E1
3.823289625E0,4.508923645E0,-1.049557434E1,-1.911959061E1,2.227209506E1
3.833360625E0,5.085075531E0,-8.908873901E0,-2.378688492E1,2.590447686E1
3.843431625E0,3.617377625E0,-5.583688660E0,-1.951476883E1,2.061769149E1
3.853501625E0,1.115180969E-1,-1.666334839E0,-6.917265472E0,7.116015015E0
3.863542625E0,-5.594166870E0,2.490520935E0,9.339678040E0,1.116812354E1
3.873613625E0,-1.208481949E1,2.191442871E0,1.375744125E1,1.844213854E1
3.883683625E0,-1.292966263E1,-1.249391876E1,7.989186401E0,1.967488961E1
3.893724625E0,-9.134903870E0,-3.215732849E1,2.363285522E0,3.351306257E1
3.903794625E0,-8.277786255E0,-4.548591156E1,-4.798870697E0,4.648138397E1
3.913865625E0,-7.516319733E0,-3.768653046E1,4.576283569E0,3.870028439E1
3.923906625E0,-3.652704163E0,-1.955802887E1,1.048344955E1,2.248914084E1
3.933976625E0,-8.466394043E-1,-7.014563141E0,1.006207581E1,1.229496905E1
3.944047625E0,8.159532166E-1,3.515289917E0,1.065708847E1,1.125151445E1
3.954087625E0,1.902693329E0,1.012045441E1,1.021131546E1,1.450223440E1
3.964158625E0,3.492237854E0,1.025682083E1,7.185357971E0,1.300105642E1
3.974229625E0,6.056705017E0,1.826950836E0,7.915090485E0,1.013262466E1
3.984269625E0,7.957003326E0,-8.907826080E0,1.036384827E1,1.581368453E1
3.994340625E0,9.950857086E0,-1.780352737E1,1.033705399E1,2.286569109E1
4.004411625E0,1.195623688E1,-2.744512756E1,7.641908569E0,3.089636538E1
4.014482625E0,1.347048798E1,-3.664050568E1,2.468067627E0,3.911613555E1
4.024522625E0,1.367017273E1,-3.997422318E1,3.695814514E-1,4.224865360E1
4.034593625E0,1.344848373E1,-3.512415894E1,-1.957778778E0,3.766166690E1
4.044664625E0,1.190863586E1,-2.540861252E1,-3.921395416E0,2.833355855E1
4.054704625E0,7.487280121E0,-1.895149017E1,-5.105433197E0,2.100675585E1
4.064775625E0,2.193987579E0,-1.591415634E1,-7.687413940E0,1.780927530E1
4.074845625E0,-2.718047791E0,-1.409543839E1,-9.589508514E0,1.726348286E1
4.084886625E0,-6.029012604E0,-1.288146286E1,-9.935439148E0,1.734917950E1
4.094957625E0,-7.601941681E0,-1.185175415E1,-1.025981461E1,1.742175047E1
4.105027625E0,-6.922654266E0,-1.052655991E1,-1.007030869E1,1.612894053E1
4.115068625E0,-4.086053009E0,-8.704099731E0,-9.915979614E0,1.381245210E1
4.125138625E0,-9.256750488E-1,-6.866071930E0,-9.914183350E0,1.209507542E1
4.135209625E0,1.791474609E0,-4.986430664E0,-1.032103729E1,1.160162415E1
4.145250625E0,4.014801178E0,-2.941982117E0,-9.933044128E0,1.111032191E1
4.155320625E0,6.278244324E0,-1.055455170E0,-8.399183807E0,1.053928964E1
4.165391625E0,8.976533203E0,2.098635864E-1,-7.048243103E0,1.141489912E1
4.175462625E0,1.069256470E1,6.613247681E-1,-6.395450592E0,1.247678158E1
4.185502625E0,9.881850586E0,-9.116043091E-2,-3.870201874E0,1.061309304E1
4.195573625E0,5.837111664E0,-1.604812775E0,-6.586303711E-3,6.053704651E0
4.205644625E0,8.978329468E-1,-3.006947021E0,2.400707703E0,3.951105145E0
4.215684625E0,-2.501448212E0,-3.187022552E0,3.172802124E0,5.145972136E0
4.225755625E0,-4.202959900E0,-2.152523804E0,2.100132751E0,5.168054588E0
4.235826625E0,-4.894970856E0,-1.858834534E0,3.966751099E-2,5.236179811E0
4.245866625E0,-4.964426422E0,-4.001927948E0,-6.224057007E-1,6.406898302E0
4.255937625E0,-4.187242584E0,-8.589587860E0,-4.532574463E-1,9.566580496E0
4.266008625E0,-2.648891602E0,-1.439406738E1,-1.433119812E0,1.470576876E1
4.276048625E0,-7.201524353E-1,-2.046798660E1,-3.590882721E0,2.079306456E1
4.286119625E0,1.718875580E0,-2.649430481E1,-3.013084259E0,2.672043034E1
4.296189625E0,3.829636230E0,-2.985960663E1,-3.956272888E-1,3.010678898E1
4.306230625E0,4.371659088E0,-2.931309311E1,-2.993774414E-1,2.963879987E1
4.316301625E0,4.028422852E0,-2.854114838E1,-5.349874878E-1,2.882900541E1
4.326371625E0,2.613265686E0,-2.884516617E1,-1.101409607E0,2.898423489E1
4.336442625E0,1.906884613E0,-2.947266129E1,-1.190773773E0,2.955827996E1
4.346482625E0,1.968107300E0,-2.987532394E1,-1.892065430E-1,2.994067845E1
4.356553625E0,1.384920044E0,-3.025119232E1,1.106199646E0,3.030307440E1
4.366624625E0,4.575984192E-1,-3.068558899E1,1.530417480E0,3.072713696E1
4.376664625E0,1.153950348E0,-2.980167709E1,7.141648865E-1,2.983255923E1
4.386735625E0,3.210823059E0,-2.659953598E1,2.915936279E-1,2.679421068E1
4.396806625E0,5.411846008E0,-2.169767944E1,1.078357544E0,2.238839488E1
4.406846625E0,6.560257874E0,-1.615725082E1,2.214045868E0,1.757827456E1
4.416917625E0,7.421866150E0,-1.065289719E1,4.451443176E0,1.372529278E1
4.426988625E0,8.154442749E0,-5.919290771E0,5.403613129E0,1.143380840E1
4.437028625E0,8.187673645E0,-2.292482758E0,6.024372253E0,1.042048646E1
4.447099625E0,7.443121948E0,1.526824951E-1,6.982529755E0,1.020681625E1
4.457170625E0,5.123695221E0,1.721120911E0,6.075565796E0,8.131851551E0
4.467210625E0,2.400408325E0,2.833308105E0,4.388573914E0,5.748841270E0
4.477281625E0,1.856140137E-1,5.056484985E0,2.631827087E0,5.703420622E0
4.487352625E0,-2.539768524E0,8.818312225E0,8.518785095E-1,9.216222201E0
4.497392625E0,-5.962550812E0,1.282098862E1,-4.773573303E-1,1.414770763E1
4.507463625E0,-8.776698761E0,1.564067505E1,4.938230896E-1,1.794171169E1
4.517533625E0,-1.011027557E1,1.506437347E1,3.694018250E0,1.851482625E1
4.527604625E0,-7.399412842E0,9.725874939E0,6.592590637E0,1.388546740E1
4.537645625E0,-2.335144043E0,5.100044403E0,6.197562103E0,8.359014693E0
4.547715625E0,6.568341064E-1,2.900218964E0,5.103636932E0,5.906759773E0
4.557786625E0,1.739832001E0,5.676196289E-1,4.580325165E0,4.932401651E0
4.567826625E0,2.074386292E0,-1.861229553E0,3.447031860E0,4.432751130E0
4.577897625E0,2.411634979E0,-4.052223358E0,5.631289673E-1,4.749064292E0
4.587968625E0,2.953358459E0,-6.352489929E0,-4.554129639E0,8.355629914E0
4.598008625E0,4.047433319E0,-8.666677551E0,-1.327589264E1,1.636283416E1
4.608079625E0,4.569098511E0,-9.243727570E0,-2.404000854E1,2.615808042E1
4.618150625E0,2.877316589E0,-6.212980042E0,-2.569571548E1,2.659228960E1
4.628190625E0,-4.011657715E-2,-2.241139526E0,-1.816382813E1,1.830161107E1
4.638261625E0,-5.475763092E0,1.520538025E0,-2.534828796E0,6.222650107E0
4.648332625E0,-1.333217560E1,4.036655731E0,8.816216583E0,1.648536231E1
4.658372625E0,-1.533261566E1,-7.238048401E0,6.164331207E0,1.804099296E1
4.668443625E0,-8.927435303E0,-2.479144592E1,1.775906982E0,2.640963342E1
4.678514625E0,-6.966213684E0,-3.736859161E1,-6.194119263E-1,3.801740974E1
4.688584625E0,-9.178313599E0,-3.804892685E1,1.049572403E1,4.052311066E1
4.698625625E0,-9.046288147E0,-2.763807632E1,1.550909866E1,3.295801471E1
4.708696625E0,-3.719465332E0,-1.461396011E1,1.457519073E1,2.097232552E1
4.718766625E0,1.090931396E0,-3.083887024E0,1.673474991E1,1.705146167E1
4.728845375E0,4.389921112E0,5.458249512E0,1.701990692E1,1.840492126E1
4.738915375E0,7.300917664E0,7.411088562E0,1.277159134E1,1.647243691E1
4.748986375E0,9.927655334E0,4.445755005E-1,8.472830658E0,1.305928203E1
4.759027375E0,1.146900009E1,-1.015488281E1,5.536836090E0,1.628852854E1
4.769097375E0,1.249571503E1,-1.975861176E1,2.183060303E0,2.348002097E1
4.779168375E0,1.218945190E1,-2.887570267E1,2.020797729E-1,3.134373587E1
4.789208375E0,1.135897888E1,-3.570704681E1,2.967429199E0,3.758756749E1
4.799279375E0,1.069091812E1,-3.863121597E1,6.509962463E0,4.060844973E1
4.809350375E0,1.183783310E1,-3.626239197E1,4.688550110E0,3.843277073E1
4.819390375E0,1.225785965E1,-2.873574371E1,-2.872676239E0,3.137276460E1
4.829461375E0,9.094188538E0,-2.264715500E1,-8.448581085E0,2.582588657E1
4.839532375E0,3.811673584E0,-1.944890579E1,-1.045021866E1,2.240526416E1
4.849603375E0,-1.378782806E0,-1.683863388E1,-1.159249329E1,2.048966895E1
4.859643375E0,-5.445076904E0,-1.521376282E1,-1.088940536E1,1.948554825E1
4.869714375E0,-6.973398743E0,-1.360999786E1,-9.460476837E0,1.798223996E1
4.879785375E0,-6.655459900E0,-1.178559174E1,-8.502469025E0,1.598397005E1
4.889825375E0,-4.958588562E0,-1.023586441E1,-7.883805542E0,1.383889123E1
4.899896375E0,-2.205812988E0,-8.537346497E0,-9.319020996E0,1.282949915E1
4.909966375E0,6.668632507E-1,-6.617139587E0,-1.305555084E1,1.465191628E1
4.920007375E0,3.795207825E0,-4.477039948E0,-1.672307419E1,1.772311201E1
4.930078375E0,6.953340454E0,-2.220033417E0,-1.665855835E1,1.818749730E1
4.940148375E0,9.180259552E0,-2.312690735E-1,-1.270677612E1,1.567778078E1
4.950189375E0,1.022239243E1,1.123413849E0,-8.703650665E0,1.347267236E1
4.960259375E0,1.012240036E1,1.155896301E0,-5.041665802E0,1.136738666E1
4.970330375E0,8.803642731E0,5.523513794E-1,-1.312919769E0,8.918126244E0
4.980371375E0,6.602320404E0,-2.874023438E-1,5.815406799E-1,6.634110670E0
4.990441375E0,4.253704376E0,-1.762884064E0,3.800596619E-1,4.620195503E0
5.000512375E0,2.018402710E0,-3.224295044E0,-4.899311829E-1,3.835369682E0
5.010583375E0,-3.808081055E-1,-3.772455139E0,-7.863148499E-1,3.872302110E0
5.020623375E0,-2.837948456E0,-3.132685547E0,9.490264893E-2,4.228081916E0
5.030694375E0,-4.682712250E0,-2.888992310E0,2.582579498E0,6.078140130E0
5.040765375E0,-4.521946564E0,-5.054239655E0,5.290448456E0,8.601289675E0
5.050805375E0,-2.087409210E0,-1.008961853E1,5.351371765E0,1.161011882E1
5.060876375E0,7.816744995E-1,-1.650108582E1,2.552492065E0,1.671562335E1
5.070947375E0,3.395538940E0,-2.357821884E1,-1.344953156E0,2.385940040E1
5.080987375E0,6.151457977E0,-2.996319122E1,-2.837649078E0,3.071946477E1
5.091058375E0,6.477180634E0,-3.362457733E1,-4.559069366E0,3.454491545E1
5.101129375E0,4.205803986E0,-3.533671692E1,-5.034780121E0,3.594052533E1
5.111169375E0,1.170266418E0,-3.690126343E1,-4.919070740E0,3.724607393E1
5.121240375E0,-1.157093811E0,-3.834935211E1,-4.874164124E0,3.867517485E1
5.131310375E0,-9.430389404E-1,-3.700320145E1,-3.476670227E0,3.717813169E1
5.141351375E0,-6.060896301E-1,-3.375780029E1,-6.965016174E-1,3.377042404E1
5.151422375E0,-4.185296631E-1,-3.055266541E1,1.429976349E0,3.058897453E1
5.161492375E0,5.593867493E-1,-2.797816910E1,1.186133423E0,2.800888738E1
5.171533375E0,2.769989777E0,-2.466750366E1,1.018182678E0,2.484341515E1
5.181603375E0,5.414989471E0,-2.056273956E1,2.699785767E0,2.143448652E1
5.191674375E0,6.901099091E0,-1.622910141E1,5.827980652E0,1.857348270E1
5.201745375E0,7.961344299E0,-1.144475052E1,7.753426666E0,1.595245882E1
5.211785375E0,8.636889496E0,-7.304959259E0,8.346044312E0,1.405755119E1
5.221856375E0,8.265362091E0,-4.057462463E0,9.659712524E0,1.334500874E1
5.231927375E0,6.882238312E0,-1.290316772E0,9.821825409E0,1.206227076E1
5.241967375E0,4.691992950E0,1.188678131E0,9.082812195E0,1.029199839E1
5.252038375E0,1.890718231E0,3.208727417E0,8.225095825E0,9.029005948E0
5.262109375E0,-1.354682922E0,6.284531250E0,6.475234680E0,9.124645912E0
5.272149375E0,-5.348677368E0,1.122919876E1,3.733087006E0,1.298611539E1
5.282220375E0,-9.530680847E0,1.544742691E1,2.024240570E0,1.826347244E1
5.292291375E0,-1.302351746E1,1.756911484E1,2.242037659E0,2.198437027E1
5.302331375E0,-1.408466080E1,1.632400406E1,3.890409851E0,2.190858432E1
5.312402375E0,-9.012009430E0,9.295070801E0,6.013744354E0,1.427514540E1
5.322473375E0,-2.139500885E0,4.085005188E0,6.274202728E0,7.786549383E0
5.332513375E0,1.667232971E0,2.467169495E0,5.495072937E0,6.249993414E0
5.342584375E0,2.878514099E0,6.132746887E-1,5.779930573E0,6.486104122E0
5.352654375E0,2.547851715E0,-1.562600555E0,5.231471100E0,6.025077487E0
5.362725375E0,2.413131866E0,-3.423680420E0,2.559527435E0,4.908764989E0
5.372766375E0,2.852767639E0,-5.870192871E0,-3.523522797E0,7.417052005E0
5.382836375E0,4.117637329E0,-1.014305740E1,-1.426458664E1,1.798096167E1
5.392907375E0,4.559668121E0,-1.387928787E1,-2.370904678E1,2.784859251E1
5.402947375E0,2.174677734E0,-1.172616531E1,-2.421334808E1,2.699108004E1
5.413018375E0,-3.146157532E0,-8.517437897E0,-1.697350342E1,1.924954217E1
5.423089375E0,-8.731343079E0,-7.328161011E0,-4.727768555E0,1.234058715E1
5.433129375E0,-1.240395584E1,-6.684349823E0,4.756808167E0,1.487164675E1
5.443200375E0,-7.128476257E0,-1.715851868E1,4.768483887E0,1.918250181E1
5.453271375E0,-1.302142181E0,-3.015075119E1,6.253096619E0,3.081987328E1
5.463311375E0,-1.388811951E0,-3.192411346E1,1.633238663E1,3.588627415E1
5.473382375E0,-3.297792206E0,-2.513318527E1,1.936537949E1,3.189937865E1
5.483453375E0,-3.894002380E0,-1.508098892E1,1.592912521E1,2.227861108E1
5.493493375E0,-2.686613159E0,-4.895868988E0,1.292352539E1,1.407852734E1
5.503564375E0,-1.305585022E0,4.383035431E0,1.246457977E1,1.327709685E1
5.513635375E0,-3.055146790E-1,9.389374695E0,9.123228149E0,1.309530405E1
5.523706375E0,2.264341278E0,6.889573059E0,4.359384613E0,8.461541973E0
5.533746375E0,5.782924347E0,-2.407144318E0,4.355492706E0,7.629342992E0
5.543817375E0,7.487280121E0,-1.206101898E1,5.888005829E0,1.536867448E1
5.553887375E0,8.699160004E0,-2.112257538E1,5.880820770E0,2.358861226E1
5.563928375E0,1.018497025E1,-3.119408157E1,5.167703705E0,3.321911356E1
5.573998375E0,1.100451599E1,-4.099764496E1,4.016896820E0,4.263850049E1
5.584069375E0,1.206491089E1,-4.736106216E1,7.081473999E0,4.938400103E1
5.594110375E0,1.471949066E1,-4.488820450E1,4.829257507E0,4.748616679E1
5.604180375E0,1.719279739E1,-3.419369385E1,-1.713935852E-1,3.827310226E1
5.614251375E0,1.511541733E1,-2.502780441E1,-6.692433014E0,2.999425769E1
5.624291375E0,8.085585938E0,-1.957374619E1,-1.003348526E1,2.343456989E1
5.634362375E0,5.658233643E-1,-1.698083817E1,-9.540410614E0,1.948559610E1
5.644433375E0,-3.950435028E0,-1.553813828E1,-8.714727631E0,1.824790825E1
5.654473375E0,-5.401966553E0,-1.395173721E1,-8.747060394E0,1.733041487E1
5.664544375E0,-5.216053162E0,-1.226743973E1,-9.295968933E0,1.625153305E1
5.674615375E0,-4.107159119E0,-1.053778656E1,-9.966724091E0,1.507478991E1
5.684686375E0,-2.402653656E0,-8.939709778E0,-1.237551498E1,1.545459565E1
5.694726375E0,-3.936813354E-2,-8.103249207E0,-1.702155350E1,1.885198878E1
5.704797375E0,2.763553162E0,-7.590565338E0,-2.088801315E1,2.239560229E1
5.714868375E0,6.487509155E0,-5.875731354E0,-2.083187988E1,2.259599994E1
5.724908375E0,1.029978149E1,-2.964136047E0,-1.900747375E1,2.182099127E1
5.734983500E0,1.193677734E1,-6.047424316E-1,-1.574770248E1,1.976973698E1
5.745053500E0,1.108489883E1,-2.993774414E-3,-5.661377106E0,1.244693464E1
5.755094500E0,8.990903320E0,3.574566650E-1,5.590274963E0,1.059317195E1
5.765165500E0,6.280938721E0,1.176852722E0,8.267757111E0,1.044944885E1
5.775235500E0,3.585793304E0,1.847907257E0,4.212689667E0,5.832617687E0
5.785276500E0,7.424560547E-1,1.026415558E0,-3.376977539E-1,1.311033815E0
5.795346500E0,-1.953138428E0,-1.392404480E0,-2.664908295E0,3.585425522E0
5.805417500E0,-4.278552704E0,-2.831362152E0,-1.676663361E0,5.397575836E0
5.815458500E0,-5.373226318E0,-2.221530304E0,1.213975525E0,5.939738591E0
5.825528500E0,-4.606820068E0,-1.612596588E0,2.906505890E0,5.680760106E0
5.835599500E0,-2.411185913E0,-3.354374542E0,3.098855896E0,5.164160526E0
5.845639500E0,7.018904114E-1,-8.058342590E0,2.566862183E0,8.486360640E0
5.855710500E0,3.576362915E0,-1.529474442E1,5.748046875E-1,1.571782360E1
5.865781500E0,6.223458252E0,-2.436752747E1,-2.351460114E0,2.525939809E1
5.875852500E0,9.305249634E0,-3.319796448E1,-2.741997986E0,3.458628441E1
5.885892500E0,9.658515015E0,-3.730721924E1,-2.840044098E0,3.864170506E1
5.895963500E0,7.050039368E0,-3.867492508E1,-3.004252625E0,3.942687432E1
5.906034500E0,4.364324341E0,-4.080933655E1,-5.375321960E0,4.139255202E1
5.916074500E0,2.304607544E0,-4.287010117E1,-9.883646851E0,4.405500272E1
5.926145500E0,1.635199585E0,-4.318190277E1,-9.596094818E0,4.426551299E1
5.936216500E0,2.887495422E-1,-4.188260468E1,-5.949677582E0,4.230407326E1
5.946256500E0,-3.978726196E-1,-3.851400970E1,-2.198328552E0,3.857874926E1
5.956327500E0,7.044351196E-1,-3.256912216E1,6.080355835E-1,3.258241327E1
5.966397500E0,3.843856659E0,-2.539319458E1,3.748205566E0,2.595454893E1
5.976438500E0,7.143594818E0,-1.841530518E1,7.852221222E0,2.125586483E1
5.986509500E0,8.895850983E0,-1.315105225E1,1.100721039E1,1.931955021E1
5.996579500E0,1.015428406E1,-9.165739746E0,1.164308807E1,1.796334517E1
6.006620500E0,1.004111938E1,-6.008056183E0,1.223091568E1,1.692678694E1
6.016690500E0,8.498577118E0,-3.054847412E0,1.254556137E1,1.545797580E1
6.026761500E0,5.806724854E0,8.846603394E-2,1.290451492E1,1.415105597E1
6.036832500E0,1.954635315E0,2.918181610E0,1.283446060E1,1.330638050E1
6.046872500E0,-2.330354004E0,6.387666779E0,1.163275955E1,1.347419502E1
6.056943500E0,-6.610553284E0,1.151390671E1,8.802145844E0,1.592944550E1
6.067014500E0,-1.096859070E1,1.611399078E1,5.479954376E0,2.024847107E1
6.077054500E0,-1.486723343E1,1.767434601E1,4.907395020E0,2.361143076E1
6.087125500E0,-1.734233643E1,1.686497910E1,5.342839508E0,2.477357638E1
6.097196500E0,-1.539578430E1,1.300345917E1,5.903124390E0,2.099921432E1
6.107236500E0,-8.042026520E0,5.994135132E0,7.549101563E0,1.255359633E1
6.117307500E0,-1.524878998E0,3.058739319E0,6.805447998E0,7.615462207E0
6.127378500E0,3.071013794E0,2.627486115E0,5.367238770E0,6.718784192E0
6.137418500E0,4.461322632E0,1.323996735E0,5.795198822E0,7.432408517E0
6.147489500E0,3.334915009E0,-6.460565186E-1,5.450166321E0,6.422099350E0
6.157560500E0,2.161505127E0,-2.919528809E0,4.434528351E0,5.732433565E0
6.167600500E0,1.824705505E0,-5.320086823E0,1.755100250E0,5.891795216E0
6.177671500E0,2.236349487E0,-8.720415802E0,-4.353846130E0,1.000014434E1
6.187741500E0,3.897145844E0,-1.391521317E1,-1.379890503E1,1.998075782E1
6.197812500E0,5.911806335E0,-1.776715302E1,-2.374616959E1,3.024072999E1
6.207853500E0,4.731810150E0,-1.535671555E1,-2.691792389E1,3.134953534E1
6.217923500E0,4.427792358E-1,-1.022912842E1,-1.993299911E1,2.240882807E1
6.227994500E0,-4.241130524E0,-5.104235687E0,-5.714366913E0,8.757533859E0
6.238034500E0,-1.070079758E1,-6.593788147E-1,4.187841339E0,1.150998976E1
6.248105500E0,-1.493623993E1,-1.152812714E1,1.987866211E-1,1.886871735E1
6.258176500E0,-6.445746002E0,-2.789598999E1,9.891580353E0,3.029153778E1
