"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.462071850E2,-5.135820007E-1,-1.024170227E1,1.080902252E0,1.031138117E1
1.462172560E2,-4.767585754E-1,-1.151719986E1,-8.247848511E-2,1.152735850E1
1.462273260E2,3.204835510E-1,-1.259166550E1,-1.091081085E0,1.264291136E1
1.462373670E2,8.888516235E-1,-1.292921356E1,-1.540446625E0,1.305096151E1
1.462474370E2,1.031654663E0,-1.228315704E1,-1.564396820E0,1.242528051E1
1.462575080E2,8.714877319E-1,-1.114073273E1,-1.374741211E0,1.125901106E1
1.462675790E2,5.541476440E-1,-1.012105316E1,-1.311422882E0,1.022069600E1
1.462776190E2,1.323248291E-1,-9.336534576E0,-1.593735809E0,9.472506616E0
1.462876900E2,-2.034269714E-1,-8.764124908E0,-2.003733215E0,8.992564414E0
1.462977610E2,-3.263214111E-1,-8.389454041E0,-2.290536804E0,8.702642335E0
1.463078010E2,-2.529739380E-1,-8.180039520E0,-2.429447937E0,8.536935026E0
1.463178720E2,-1.945953369E-3,-8.160579987E0,-2.429897003E0,8.514661999E0
1.463279430E2,3.625460815E-1,-8.214018860E0,-1.933978271E0,8.446408553E0
1.463380140E2,5.843847656E-1,-8.201445007E0,-1.284778290E0,8.322010635E0
1.463480540E2,6.532415771E-1,-8.155939636E0,-1.116228790E0,8.257847336E0
1.463581250E2,6.741979980E-1,-8.152496796E0,-1.599873047E0,8.335306876E0
1.463681960E2,7.514373779E-1,-8.184979248E0,-2.421963501E0,8.568806838E0
1.463782360E2,9.011260986E-1,-8.152197418E0,-3.126997375E0,8.777725422E0
1.463883070E2,9.008267212E-1,-8.079897766E0,-3.533252563E0,8.864542310E0
1.463983770E2,6.649172974E-1,-8.086334381E0,-3.590433655E0,8.872549384E0
1.464084180E2,3.890409851E-1,-8.047565002E0,-3.522025909E0,8.793140614E0
1.464184880E2,1.990859985E-2,-8.230634308E0,-3.644471283E0,9.001439240E0
1.464285590E2,-2.863545227E-1,-8.471932526E0,-3.400628357E0,9.133450216E0
1.464386300E2,-4.614903259E-1,-8.550818481E0,-2.416425018E0,8.897672723E0
1.464486700E2,-4.608915710E-1,-8.395291901E0,-1.531465302E0,8.546270128E0
1.464587410E2,-2.387535095E-1,-8.058791656E0,-1.657203827E0,8.230883958E0
1.464688120E2,2.065704346E-1,-7.802524567E0,-2.292183380E0,8.134873423E0
1.464788520E2,8.060737610E-1,-7.708370361E0,-2.156116333E0,8.044722878E0
1.464889230E2,1.291514282E0,-7.716752930E0,-1.023272095E0,7.890714207E0
1.464989940E2,1.476978607E0,-7.740254059E0,-2.192939758E-1,7.882961915E0
1.465090340E2,1.330133972E0,-7.763455811E0,-3.781137085E-1,7.885649782E0
1.465191050E2,8.394543457E-1,-7.759563904E0,-1.086590424E0,7.880113852E0
1.465291760E2,3.254232788E-1,-7.817194061E0,-1.409618683E0,7.949933845E0
1.465392470E2,7.963439941E-2,-8.052504730E0,-8.991801453E-1,8.102943848E0
1.465492870E2,1.389111328E-1,-8.366701355E0,-6.001020813E-1,8.389345050E0
1.465593580E2,5.385800171E-1,-8.621172180E0,-7.972421265E-1,8.674691534E0
1.465694280E2,1.107397156E0,-8.734935608E0,-1.053658905E0,8.867673067E0
1.465794690E2,1.427581329E0,-8.665929108E0,-5.071453857E-1,8.797358251E0
1.465895400E2,1.385818176E0,-8.456514587E0,5.917195129E-1,8.589718445E0
1.465996100E2,1.185834045E0,-8.314909058E0,5.722599792E-1,8.418515101E0
1.466096810E2,9.818083191E-1,-8.456963654E0,-2.324665833E-1,8.516937391E0
1.466197210E2,1.128203888E0,-8.906179504E0,-1.268462219E0,9.066524901E0
1.466297920E2,1.520388336E0,-9.626032562E0,-2.130968628E0,9.975625839E0
1.466398630E2,1.841770020E0,-1.033361115E1,-2.367626495E0,1.076017153E1
1.466499030E2,2.118245087E0,-1.080423248E1,-2.346969452E0,1.125729396E1
1.466599740E2,2.185754700E0,-1.107067841E1,-2.341880035E0,1.152483605E1
1.466700450E2,1.993105316E0,-1.131047974E1,-2.480342102E0,1.174953265E1
1.466800850E2,1.694326630E0,-1.167676804E1,-3.351680145E0,1.226586378E1
1.466901560E2,1.382525024E0,-1.229213837E1,-5.000800781E0,1.334226553E1
1.467002270E2,1.219214630E0,-1.329654968E1,-6.567891998E0,1.488025279E1
1.467102980E2,1.142274628E0,-1.456231750E1,-7.154971161E0,1.626528496E1
1.467203380E2,8.074209595E-1,-1.573931992E1,-6.837331696E0,1.717926729E1
1.467304090E2,3.472778320E-2,-1.650318146E1,-6.285878448E0,1.765979819E1
1.467404790E2,-9.400451660E-1,-1.680330734E1,-5.770649872E0,1.779143677E1
1.467505200E2,-1.807491302E0,-1.662996780E1,-5.033732300E0,1.746886702E1
1.467605910E2,-2.427951050E0,-1.609767471E1,-4.055217133E0,1.677721262E1
1.467706610E2,-2.821183319E0,-1.553080353E1,-2.496807861E0,1.598120718E1
1.467807320E2,-3.137325897E0,-1.509401184E1,-3.713777161E-1,1.542108714E1
1.467907720E2,-3.509601746E0,-1.469793549E1,1.012943573E0,1.514505420E1
1.468008430E2,-3.728895721E0,-1.410965881E1,8.321195984E-1,1.461778226E1
1.468109140E2,-3.434008942E0,-1.328412552E1,-4.755610657E-1,1.372904099E1
1.468209540E2,-2.693199463E0,-1.236054611E1,-2.139051819E0,1.283011949E1
1.468310762E2,-1.757046204E0,-1.146645538E1,-2.850372620E0,1.194535200E1
1.468411472E2,-7.367678833E-1,-1.058957886E1,-2.221380615E0,1.084511591E1
1.468511872E2,2.899470520E-1,-9.743089142E0,-9.969268799E-1,9.798250789E0
1.468612582E2,1.232686615E0,-8.837921448E0,-1.767823792E-1,8.925224021E0
1.468713292E2,2.053429871E0,-7.956404572E0,4.460723877E-2,8.217234191E0
1.468814003E2,2.651436310E0,-7.419171753E0,-8.966354370E-2,7.879229883E0
1.468914402E2,2.954555969E0,-7.388335876E0,-3.094065857E-1,7.963205412E0
1.469015112E2,2.923121338E0,-7.557334442E0,-5.258564758E-1,8.120004142E0
1.469115812E2,2.504891052E0,-7.630681915E0,-6.114784241E-1,8.054544775E0
1.469216222E2,1.933379517E0,-7.347620544E0,-5.743556213E-1,7.619407352E0
1.469316933E2,1.333427124E0,-6.720424805E0,-4.742138672E-1,6.867824710E0
1.469417632E2,8.271798706E-1,-5.992937622E0,-3.688330078E-1,6.060987186E0
1.469518342E2,3.951782227E-1,-5.367538147E0,-3.167413330E-1,5.391377993E0
1.469618742E2,6.182144165E-2,-4.771327972E0,-2.942880249E-1,4.780794699E0
1.469719452E2,-2.195933533E-1,-4.347708893E0,-2.480342102E-1,4.360311322E0
1.469820162E2,-4.441264343E-1,-4.133504333E0,-1.291813660E-1,4.159302128E0
1.469920562E2,-5.134323120E-1,-4.028722229E0,-4.595443726E-2,4.061567105E0
1.470021272E2,-4.058061218E-1,-4.010460205E0,-6.137237549E-3,4.030943727E0
1.470121982E2,-1.839674377E-1,-3.957470398E0,-1.453477478E-1,3.964409406E0
1.470222382E2,4.984634399E-2,-3.786825256E0,-5.279521179E-1,3.823776094E0
1.470323092E2,2.351609802E-1,-3.595523071E0,-1.137783966E0,3.778576345E0
1.470423802E2,3.592529297E-1,-3.537892914E0,-1.836381226E0,4.002254982E0
1.470524512E2,2.718347168E-1,-3.668720856E0,-2.600991211E0,4.505392559E0
1.470624912E2,4.640350342E-2,-4.073778534E0,-3.222349091E0,5.194358333E0
1.470725622E2,-1.981878662E-1,-4.789889374E0,-3.473526764E0,5.920110373E0
1.470826322E2,-4.950205994E-1,-5.699547729E0,-3.559298401E0,6.737840516E0
1.470926732E2,-9.283694458E-1,-6.905739441E0,-3.592828674E0,7.839612550E0
1.471027442E2,-1.422042847E0,-8.483907623E0,-3.655997314E0,9.346935903E0
1.471128142E2,-1.842817841E0,-1.000025436E1,-4.176614685E0,1.099296025E1
1.471228852E2,-2.240391083E0,-1.103804626E1,-5.046904907E0,1.234216621E1
1.471329252E2,-2.519710236E0,-1.154549103E1,-5.505551147E0,1.303680928E1
1.471429962E2,-2.640958099E0,-1.135269196E1,-5.523663483E0,1.289841589E1
1.471530672E2,-2.698887634E0,-1.042312500E1,-5.452860718E0,1.206893613E1
1.471631072E2,-2.645598450E0,-9.133406982E0,-5.410349121E0,1.094030127E1
1.471731782E2,-2.618205414E0,-8.227341156E0,-5.428461456E0,1.019864382E1
1.471832492E2,-2.603386230E0,-8.021519165E0,-5.276078339E0,9.947833544E0
1.471932892E2,-2.500999146E0,-8.380023651E0,-4.722080383E0,9.938703953E0
1.472033602E2,-2.336191864E0,-9.066945190E0,-3.968996429E0,1.016957325E1
1.472134312E2,-2.130070496E0,-9.808952179E0,-3.317251740E0,1.057151372E1
1.472235022E2,-1.833237762E0,-1.024634262E1,-2.776276703E0,1.077292951E1
1.472335422E2,-1.501826935E0,-1.037312897E1,-2.404599609E0,1.075357559E1
1.472436132E2,-1.093625793E0,-1.037013519E1,-2.352657623E0,1.068974832E1
1.472536842E2,-6.489006042E-1,-1.061218185E1,-2.408790894E0,1.090145629E1
1.472637242E2,-1.812730408E-1,-1.115315689E1,-2.419568481E0,1.141402997E1
1.472737952E2,2.411485291E-1,-1.194351334E1,-2.570903778E0,1.221946029E1
1.472838652E2,6.002517700E-1,-1.313713120E1,-3.001707916E0,1.348906107E1
1.472939362E2,9.383985901E-1,-1.470347397E1,-4.160747681E0,1.530962311E1
1.473039762E2,1.215472412E0,-1.591325821E1,-4.106260986E0,1.647939742E1
1.473140472E2,1.389859772E0,-1.593825623E1,-1.123563538E0,1.603814568E1
1.473241182E2,1.567240906E0,-1.461665451E1,3.122357025E0,1.502837139E1
1.473341582E2,1.683549042E0,-1.255289612E1,6.406377869E0,1.419335111E1
1.473442292E2,1.386566620E0,-1.047132477E1,7.153324585E0,1.275700835E1
1.473543002E2,3.531156921E-1,-9.145980835E0,5.090314636E0,1.047305873E1
1.473643402E2,-7.625143433E-1,-8.839118958E0,8.132588196E-1,8.909143729E0
1.473744112E2,-2.570155334E-1,-9.310788116E0,-4.254901886E0,1.024016711E1
1.473844822E2,1.485510864E0,-1.031579819E1,-7.018604736E0,1.256516006E1
1.473945533E2,1.764231262E0,-1.111004654E1,-5.783523102E0,1.264890452E1
1.474045932E2,4.246669006E-1,-1.131107849E1,-2.647993469E0,1.162465948E1
1.474146642E2,-6.002517700E-1,-1.054497162E1,1.631607056E-2,1.056205448E1
1.474247352E2,-8.896000671E-1,-9.361682281E0,1.708547058E0,9.557803956E0
1.474347752E2,-8.373587036E-1,-8.499026184E0,2.307152252E0,8.846330719E0
1.474448463E2,-4.089495850E-1,-8.299191742E0,2.114353180E0,8.574048793E0
1.474549162E2,7.818241882E-1,-8.762178955E0,1.833686829E0,8.986069023E0
1.474649872E2,2.615810394E0,-9.648934937E0,1.487007751E0,1.010720542E1
1.474750282E2,4.198319550E0,-1.051518356E1,2.761756897E-1,1.132568962E1
1.474850982E2,4.789440308E0,-1.088940536E1,-1.836830292E0,1.203710236E1
1.474951692E2,4.139940948E0,-1.072579559E1,-3.819158020E0,1.211477487E1
1.475052092E2,2.963237915E0,-1.038061340E1,-4.115691376E0,1.155321726E1
1.475152802E2,1.816173248E0,-1.034603531E1,-3.107837219E0,1.095434088E1
1.475253512E2,1.024170227E0,-1.042896286E1,-2.085163879E0,1.068457296E1
1.475353912E2,5.495072937E-1,-1.032732422E1,-1.719923401E0,1.048397445E1
1.475454622E2,3.167413330E-1,-1.005264542E1,-1.938917999E0,1.024282226E1
1.475555332E2,2.185455322E-1,-9.610764313E0,-2.151176605E0,9.850995564E0
1.475656042E2,1.396595764E-1,-9.031468964E0,-2.486329651E0,9.368498896E0
1.475756442E2,1.311273193E-1,-8.347391510E0,-3.236270142E0,8.953746915E0
1.475857152E2,1.239422607E-1,-7.640411682E0,-4.103566589E0,8.673552393E0
1.475957862E2,1.369651794E-1,-7.165149994E0,-4.458029480E0,8.439914735E0
1.476058262E2,2.622546387E-1,-7.067552948E0,-3.658392334E0,7.962594843E0
1.476158972E2,6.489006042E-1,-7.277715912E0,-2.496059418E0,7.721174360E0
1.476259672E2,1.182241516E0,-7.497458954E0,-2.080673218E0,7.870119872E0
1.476360382E2,1.591490479E0,-7.869435425E0,-2.483784943E0,8.404168221E0
1.476460793E2,1.795366516E0,-8.453520813E0,-3.285218353E0,9.245432099E0
1.476561492E2,1.810784454E0,-8.988358612E0,-4.307292938E0,1.013026670E1
1.476662202E2,1.493893433E0,-9.405990143E0,-5.170398102E0,1.083685308E1
1.476762602E2,9.047186279E-1,-9.711055756E0,-5.800886993E0,1.134783722E1
1.476863312E2,2.577639771E-1,-1.010668304E1,-6.677913208E0,1.211635297E1
1.476964022E2,-5.685177612E-1,-1.038495438E1,-7.949668579E0,1.309074942E1
1.477064422E2,-1.758992157E0,-1.030681686E1,-8.577163696E0,1.352376665E1
1.477165132E2,-3.169359283E0,-9.914931793E0,-8.186326447E0,1.324260743E1
1.477265842E2,-4.170477448E0,-9.485474854E0,-7.610174561E0,1.285619976E1
1.477366552E2,-4.334236908E0,-9.455387421E0,-7.140151978E0,1.261632796E1
1.477466952E2,-4.041745148E0,-1.011506561E1,-6.193520508E0,1.253036123E1
1.477567663E2,-3.660937042E0,-1.126168121E1,-5.150489502E0,1.291338321E1
1.477668372E2,-3.299289093E0,-1.240919495E1,-3.952231293E0,1.343478917E1
1.477768772E2,-2.869682465E0,-1.340866653E1,-2.626288605E0,1.396154746E1
1.477869482E2,-2.449805603E0,-1.423928925E1,-1.064436493E0,1.448764752E1
1.477970182E2,-1.922003174E0,-1.481199829E1,7.813751221E-1,1.495660177E1
1.478070892E2,-1.066831512E0,-1.501752090E1,2.227517853E0,1.521926080E1
1.478171302E2,2.779719543E-1,-1.465736984E1,2.207160187E0,1.482522564E1
1.478272051E2,1.611099701E0,-1.392179947E1,6.370751953E-1,1.402918414E1
1.478372761E2,2.102527771E0,-1.268866379E1,-1.388213196E0,1.293638078E1
1.478473161E2,2.027533722E0,-1.106020020E1,-2.089504852E0,1.143699925E1
1.478573871E2,1.950444031E0,-9.467212830E0,-1.344204712E0,9.759059226E0
1.478674581E2,1.708097992E0,-8.379724274E0,1.001417542E-1,8.552625680E0
1.478774981E2,1.445094910E0,-7.836204529E0,1.398990784E0,8.090214826E0
1.478875691E2,1.283580780E0,-7.602839813E0,1.807640991E0,7.919489807E0
1.478976401E2,1.291364594E0,-7.179669800E0,1.300046539E0,7.409817943E0
1.479077111E2,1.214274902E0,-6.292913818E0,3.180885315E-1,6.416884616E0
1.479177511E2,9.674382019E-1,-5.211712189E0,-5.078938293E-1,5.325019883E0
1.479278221E2,7.457492065E-1,-4.057612152E0,-9.099577332E-1,4.224734469E0
1.479378931E2,7.586224365E-1,-3.050057373E0,-7.900570679E-1,3.240763514E0
1.479479331E2,9.327104187E-1,-2.466271362E0,-4.412823486E-1,2.673419770E0
1.479580041E2,1.264270935E0,-2.260000305E0,-1.227447510E-1,2.592498534E0
1.479680751E2,1.604214020E0,-1.982477417E0,-8.532257080E-3,2.550253346E0
1.479781451E2,1.679956512E0,-1.487007751E0,-1.863624573E-1,2.251261180E0
1.479881861E2,1.471889191E0,-1.205742645E0,-4.279600525E-1,1.950236633E0
1.479982561E2,1.145717468E0,-1.522034912E0,-6.997947693E-1,2.029524947E0
1.480083271E2,9.144483948E-1,-2.747237091E0,-1.256636810E0,3.156368732E0
1.480183671E2,8.662486267E-1,-5.130880280E0,-2.236199799E0,5.663648000E0
1.480284381E2,4.454736328E-1,-8.227341156E0,-3.209326172E0,8.842361887E0
1.480385091E2,-6.149212646E-1,-1.208871140E1,-3.838467865E0,1.269838206E1
1.480485491E2,-1.887125702E0,-1.711900085E1,-5.677543488E0,1.813438540E1
1.480586201E2,-3.354673920E0,-2.193912735E1,-8.752000122E0,2.385742342E1
1.480686911E2,-4.591252441E0,-2.291270279E1,-9.998458099E0,2.541733095E1
1.480787621E2,-4.630021820E0,-1.881482437E1,-9.272168427E0,2.148040562E1
1.480888021E2,-3.152743835E0,-1.251682114E1,-1.002270767E1,1.634213187E1
1.480988731E2,-1.822609863E0,-8.094417572E0,-1.257250534E1,1.506351198E1
1.481089441E2,-9.165440369E-1,-5.091512146E0,-1.265767822E1,1.367407645E1
1.481189841E2,-3.559597778E-1,-3.471580811E0,-7.905510406E0,8.641508866E0
1.481290551E2,-1.133592682E0,-2.978057098E0,1.182540894E-1,3.188705141E0
1.481391261E2,-2.404449921E0,-3.206332397E0,6.790628815E0,7.885086338E0
1.481491961E2,-3.207380219E0,-5.073399811E0,9.499994659E0,1.123728490E1
1.481592371E2,-4.407734070E0,-8.468789062E0,7.084467773E0,1.188857399E1
1.481693071E2,-5.749843140E0,-1.196491882E1,5.727090454E-1,1.328713567E1
1.481793781E2,-5.102439423E0,-1.459015961E1,-7.688162384E0,1.726312504E1
1.481894181E2,-7.635621643E-1,-1.580982330E1,-1.551164337E1,2.216178287E1
1.481994891E2,3.546275482E0,-1.745160919E1,-1.869941437E1,2.582252565E1
1.482095601E2,5.985752563E0,-1.961071930E1,-1.429886536E1,2.499734177E1
1.482196001E2,6.593638458E0,-1.941657303E1,-2.722538452E0,2.068554065E1
1.482296711E2,6.049370270E0,-1.673849213E1,7.424710236E0,1.928466545E1
1.482397421E2,5.177283783E0,-1.345327377E1,1.058119629E1,1.788173810E1
1.482498131E2,3.908222809E0,-1.031340317E1,9.708660736E0,1.469348780E1
1.482598531E2,2.283351746E0,-8.050259399E0,7.930209045E0,1.152859866E1
1.482699241E2,1.147214355E0,-6.859485626E0,4.766388245E0,8.431316667E0
1.482799951E2,6.282435608E-1,-6.557413788E0,6.661148071E-1,6.621032736E0
1.482900351E2,3.257226562E-1,-7.027136993E0,-2.664908295E0,7.522531874E0
1.483001061E2,-2.748284912E-1,-8.080197144E0,-5.129682770E0,9.574902710E0
1.483101771E2,-1.254840546E0,-9.394464111E0,-6.218817902E0,1.133597269E1
1.483202171E2,-1.950893097E0,-1.028062134E1,-5.790109406E0,1.195920256E1
1.483302881E2,-2.198627930E0,-1.026370651E1,-4.547543335E0,1.143930883E1
1.483403581E2,-2.090552673E0,-9.659862213E0,-3.313509521E0,1.042413996E1
1.483504291E2,-1.734143829E0,-8.930429077E0,-2.642904053E0,9.473371108E0
1.483604701E2,-1.366658020E0,-8.549321594E0,-2.620301056E0,9.045696849E0
1.483705401E2,-8.921447754E-1,-8.552165680E0,-3.413950653E0,9.251514426E0
1.483806111E2,-1.206491089E-1,-8.591533813E0,-4.447700958E0,9.675280528E0
1.483906511E2,6.894662476E-1,-8.546028442E0,-5.134921875E0,9.993867545E0
1.484007221E2,1.347198486E0,-8.412506104E0,-5.037025452E0,9.897314186E0
1.484107931E2,1.831740875E0,-8.119415588E0,-3.621419220E0,9.077161522E0
1.484208641E2,1.979483643E0,-7.927514648E0,-2.484533386E0,8.540301525E0
1.484309041E2,1.790726166E0,-8.110883331E0,-3.503314819E0,9.014784708E0
1.484409751E2,1.221909027E0,-8.743916931E0,-5.429509277E0,1.036478249E1
1.484510461E2,5.773493958E-1,-9.700128479E0,-7.106472015E0,1.203859499E1
1.484610861E2,-2.230361938E-2,-1.063972458E1,-8.344846802E0,1.352186025E1
1.484711571E2,-5.295986938E-1,-1.114821716E1,-8.440647583E0,1.399313233E1
1.484812281E2,-1.135239258E0,-1.108534790E1,-7.080426178E0,1.320250511E1
1.484912681E2,-1.620979156E0,-1.086006638E1,-5.458997955E0,1.226251499E1
1.485013391E2,-1.852248230E0,-1.103415436E1,-4.741390228E0,1.215171458E1
1.485114091E2,-1.994901581E0,-1.192659851E1,-4.719535675E0,1.298065489E1
1.485214801E2,-2.171833649E0,-1.318817505E1,-4.315226440E0,1.404514157E1
1.485315211E2,-2.470911713E0,-1.439960587E1,-3.711980896E0,1.507424479E1
1.485415911E2,-2.707270203E0,-1.535896088E1,-3.473826141E0,1.597793664E1
1.485516621E2,-2.462529144E0,-1.577509552E1,-2.899919586E0,1.622736029E1
1.485617021E2,-1.882934418E0,-1.584934113E1,-1.582658844E0,1.603907308E1
1.485717731E2,-1.007405090E0,-1.549188446E1,-3.592529297E-2,1.552464620E1
1.485818441E2,-1.088237000E-1,-1.463776062E1,1.668729858E0,1.473297451E1
1.485919151E2,5.444178772E-1,-1.337947723E1,2.353106689E0,1.359573142E1
1.486019551E2,8.797206116E-1,-1.185729263E1,1.172212372E0,1.194752605E1
1.486120261E2,9.973759460E-1,-1.040067169E1,-6.700067139E-1,1.046984429E1
1.486220971E2,1.064885559E0,-9.168883209E0,-1.984573059E0,9.441447494E0
1.486321371E2,7.366181946E-1,-8.583300934E0,-1.804497528E0,8.801810758E0
1.486422081E2,1.496887207E-1,-8.584797821E0,-9.624984741E-1,8.639882155E0
1.486522791E2,-2.598596191E-1,-8.473579102E0,-2.827619934E-1,8.482277062E0
1.486623191E2,-3.682342529E-1,-7.787705383E0,-6.795867920E-2,7.796702507E0
1.486723901E2,-2.266287231E-1,-6.633904724E0,-2.559677124E-2,6.637824016E0
1.486824601E2,-8.143066406E-2,-5.196443939E0,-1.381626892E-1,5.198918108E0
1.486925311E2,4.340972900E-3,-3.652704163E0,-3.905378723E-1,3.673525061E0
1.487025721E2,9.355545044E-2,-2.159259796E0,-7.331753540E-1,2.282258002E0
1.487126421E2,2.254312134E-1,-9.240284729E-1,-9.677375793E-1,1.356894938E0
1.487227131E2,3.927832031E-1,-8.681945801E-3,-1.065184937E0,1.135329454E0
1.487327531E2,5.894741821E-1,5.674699402E-1,-1.082548828E0,1.356987071E0
1.487428241E2,8.476872253E-1,7.054829407E-1,-9.527687073E-1,1.457411411E0
1.487528951E2,1.046623535E0,6.147715759E-1,-9.048683167E-1,1.513985332E0
1.487629661E2,1.131347351E0,3.571572876E-1,-1.059496765E0,1.590610434E0
1.487730061E2,1.051712952E0,-2.936892700E-1,-1.416953430E0,1.788885280E0
1.487830771E2,8.578660583E-1,-1.554667053E0,-2.072140961E0,2.728862763E0
1.487931481E2,6.471043396E-1,-3.740571442E0,-2.905009003E0,4.780135567E0
1.488031881E2,1.076261902E-1,-6.843618622E0,-4.172423401E0,8.015972572E0
1.488132591E2,-8.445437622E-1,-1.102741837E1,-5.805377655E0,1.249078139E1
1.488233301E2,-1.904339905E0,-1.665496582E1,-8.511300659E0,1.880044244E1
1.488334176E2,-3.097808075E0,-2.165292252E1,-1.087698120E1,2.442855273E1
1.488434886E2,-3.526815948E0,-2.295386719E1,-9.654623108E0,2.515015302E1
1.488535596E2,-2.610271912E0,-1.982432510E1,-6.481671295E0,2.101973949E1
1.488636296E2,-1.255139923E0,-1.436263275E1,-4.309837646E0,1.504776715E1
1.488736706E2,-1.827699280E-1,-9.599537659E0,-3.441493378E0,1.019943159E1
1.488837406E2,4.761598206E-1,-6.236630859E0,-2.744842072E0,6.830552734E0
1.488938116E2,4.743635559E-1,-4.499792633E0,-1.491797791E0,4.764306368E0
1.489038516E2,-5.519023132E-1,-4.505480804E0,2.993774414E-4,4.539157800E0
1.489139226E2,-2.109413452E0,-5.498366089E0,1.675016785E-1,5.891494850E0
1.489239936E2,-4.015549622E0,-8.002209320E0,-1.513203278E0,9.080185952E0
1.489340646E2,-6.282884674E0,-1.264525406E1,-2.802472229E0,1.439551807E1
1.489441046E2,-7.984845428E0,-1.701272186E1,-2.096091156E0,1.890989317E1
1.489541756E2,-9.235943756E0,-1.891047546E1,-1.789528656E0,2.112134352E1
1.489642466E2,-7.898475037E0,-1.732332596E1,-3.032992859E0,1.927907093E1
1.489742866E2,-3.608396301E0,-1.338157288E1,-4.211043091E0,1.448516139E1
1.489843576E2,5.771997070E-1,-1.011940659E1,-3.354524231E0,1.067653417E1
1.489944286E2,4.075574799E0,-7.855963440E0,-1.040635986E0,8.911194912E0
1.490044986E2,6.739584961E0,-6.638395386E0,2.888992310E-1,9.464341578E0
1.490145396E2,8.725505219E0,-6.675368500E0,1.202748871E0,1.105176867E1
1.490246106E2,9.651030579E0,-7.932903442E0,2.610720978E0,1.276280582E1
1.490346806E2,9.121581573E0,-9.585167542E0,3.674858093E0,1.373256237E1
1.490447216E2,6.825057220E0,-1.046399002E1,3.512296143E0,1.297739255E1
1.490547916E2,4.692442017E0,-1.087219116E1,2.241738281E0,1.205192695E1
1.490648626E2,3.254681854E0,-1.123728195E1,1.351539459E0,1.177693163E1
1.490749036E2,1.930385742E0,-1.135149445E1,1.391356659E0,1.159821920E1
1.490849736E2,7.524851990E-1,-1.119911133E1,1.850601654E0,1.137589799E1
1.490950446E2,-4.107458496E-1,-1.081815353E1,2.035317535E0,1.101561054E1
1.491051156E2,-1.560504913E0,-1.006042923E1,1.583257599E0,1.030311198E1
1.491151556E2,-2.505938873E0,-9.172176361E0,6.469546509E-1,9.530325239E0
1.491252266E2,-3.104244690E0,-9.134155426E0,-7.092251587E-1,9.673268877E0
1.491352976E2,-2.908601532E0,-1.006656647E1,-1.741628265E0,1.062209924E1
1.491453376E2,-2.600093079E0,-1.117246674E1,-1.966909790E0,1.163843766E1
1.491554086E2,-2.786754913E0,-1.155611893E1,-1.383423157E0,1.196761243E1
1.491654796E2,-3.062032471E0,-1.109328140E1,-2.420466614E-1,1.151066991E1
1.491755496E2,-2.968477020E0,-1.015742752E1,1.093326416E0,1.063863489E1
1.491855906E2,-2.683918762E0,-9.078171844E0,2.068847809E0,9.690033809E0
1.491956616E2,-2.382745056E0,-8.217910767E0,2.470462646E0,8.905881038E0
1.492057316E2,-1.800455933E0,-7.757767639E0,2.504891052E0,8.348597457E0
1.492157726E2,-8.822653198E-1,-7.889044647E0,2.561922455E0,8.341394620E0
1.492258426E2,2.131567383E-1,-8.526269531E0,2.432741089E0,8.869100130E0
1.492359136E2,1.235381012E0,-9.236692200E0,1.810036011E0,9.493096407E0
1.492459546E2,2.424358521E0,-9.951455841E0,1.395997009E0,1.033720442E1
1.492560246E2,3.808081055E0,-1.051907547E1,1.364412689E0,1.127005111E1
1.492660956E2,5.056784363E0,-1.065708847E1,1.208137665E0,1.185766416E1
1.492761666E2,5.868546295E0,-1.023601410E1,6.330335999E-1,1.181594481E1
1.492862066E2,6.031856689E0,-9.819131012E0,-3.718267822E-1,1.152982585E1
1.492962776E2,5.547014923E0,-1.002240829E1,-1.784588928E0,1.159322217E1
1.493063486E2,4.640350342E0,-1.106603806E1,-3.444337463E0,1.248413033E1
1.493163886E2,3.444187775E0,-1.294328430E1,-5.177882538E0,1.435971816E1
1.493264596E2,2.017654266E0,-1.501737122E1,-6.342311096E0,1.642611570E1
1.493365306E2,7.183561707E-1,-1.631771713E1,-6.127657471E0,1.744511720E1
1.493466016E2,-2.374063110E-1,-1.632804565E1,-6.084846497E0,1.742661165E1
1.493566416E2,-7.075785828E-1,-1.556448349E1,-7.927215271E0,1.748126299E1
1.493667126E2,-5.923182678E-1,-1.502829849E1,-1.059586578E1,1.839763485E1
1.493767826E2,-4.191284180E-2,-1.465946548E1,-1.216460358E1,1.904939015E1
1.493868236E2,7.162605286E-1,-1.349279160E1,-1.149624344E1,1.774068960E1
1.493968936E2,1.660946045E0,-1.136945709E1,-9.166338501E0,1.469847128E1
1.494069646E2,2.853516083E0,-9.938283234E0,-6.394702148E0,1.215747684E1
1.494170056E2,4.134252777E0,-9.977801056E0,-3.965553589E0,1.150539766E1
1.494270756E2,5.182971954E0,-1.098326019E1,-2.269730072E0,1.235503449E1
1.494371466E2,5.863456879E0,-1.251831802E1,-3.665876770E-1,1.382833321E1
1.494472176E2,6.924151154E0,-1.457893295E1,2.945275269E0,1.640621229E1
1.494572576E2,8.124055939E0,-1.643492340E1,6.927294617E0,1.959832653E1
1.494673286E2,8.635392609E0,-1.715402802E1,9.685908051E0,2.150924214E1
